FVHF|-15.618,30.425 -16.001,30.425 -16.001,30.917 -16.068,30.983 -15.985,31.133 -16.001,31.246 -16.168,31.467 -16.201,31.7 -16.335,31.9 -16.414,31.917 -16.468,32.417 -16.601,32.717 -16.685,32.7 -16.721,32.892 -16.705,32.983 -16.901,32.908 -16.922,32.835 -17.068,32.942 -17.185,32.992 -17.31,32.996 -17.343,33.042 -17.501,32.958 -17.568,32.983 -17.601,33.05 -17.735,33.0 -17.759,33.025 -17.801,33.008 -17.801,32.958 -18.001,32.95 -18.318,33.017 -18.343,33.05 -18.468,33.017 -18.509,32.875 -18.701,32.95 -18.801,32.9 -18.768,32.833 -18.834,32.7 -18.926,32.733 -18.934,32.7 -19.026,32.725 -19.018,32.833 -19.101,32.875 -19.293,32.85 -19.368,32.775 -19.476,32.775 -19.476,32.85 -19.68,32.838 -19.655,32.975 -19.718,32.95 -19.784,33.054 -20.022,33.013 -20.051,32.917 -20.109,32.917 -20.109,32.867 -20.218,32.842 -20.251,32.867 -20.559,32.667 -20.559,32.567 -20.618,32.488 -20.913,32.517 -21.134,32.367 -21.334,32.492 -21.301,32.433 -22.417,31.317 -22.37,31.26 -22.37,31.19 -22.33,31.16 -22.36,31.06 -22.31,30.83 -22.36,30.28 -22.29,30.23 -22.31,30.13 -22.19,29.91 -22.14,29.64 -22.2,29.35 -21.819,29.078 -21.767,28.992 -21.775,28.95 -21.633,28.6 -21.667,28.517 -21.6,28.3 -21.567,28.017 -21.183,27.8 -21.067,27.683 -20.783,27.725 -20.6,27.683 -20.517,27.717 -20.483,27.683 -20.483,27.283 -20.267,27.283 -20.083,27.2 -20.083,27.1 -20.017,27.05 -20.017,26.967 -19.933,26.717 -19.883,26.7 -19.867,26.6 -19.8,26.567 -19.75,26.433 -19.667,26.383 -19.667,26.317 -19.617,26.35 -19.583,26.317 -19.55,26.167 -19.267,26.067 -19.092,25.958 -19.017,25.992 -18.9,25.933 -18.833,25.817 -18.6,25.767 -18.6,25.717 -18.383,25.533 -18.121,25.4 -18.067,25.317 -17.9,25.233 -17.795,25.263 -17.851,25.383 -17.859,25.5 -17.818,25.7 -17.893,25.837 -17.984,25.883 -17.984,26.083 -17.918,26.115 -17.901,26.216 -17.976,26.5 -18.065,26.654 -17.951,27.05 -17.601,27.317 -17.328,27.619 -17.222,27.648 -16.964,27.83 -16.825,28.137 -16.685,28.333 -16.551,28.733 -16.485,28.817 -16.051,28.85 -15.943,28.917 -15.935,29.017 -15.751,29.267 -15.618,29.75 -15.668,30.333 -15.618,30.425
FWLL|-14.603,33.683 -14.584,33.645 -14.504,33.616 -14.402,33.475 -14.212,33.374 -14.219,33.345 -14.143,33.294 -14.082,33.314 -14.034,33.294 -14.005,33.209 -13.935,33.149 -13.985,33.072 -14.053,33.041 -14.016,32.991 -13.951,33.0 -13.936,32.947 -13.816,32.89 -13.778,32.772 -13.713,32.847 -13.654,32.799 -13.612,32.672 -13.566,32.692 -13.581,32.748 -13.513,32.846 -13.459,32.842 -13.46,32.883 -13.401,32.92 -13.263,32.951 -13.216,33.016 -13.116,32.974 -12.911,33.026 -12.839,32.956 -12.751,32.963 -12.655,33.015 -12.595,33.087 -12.638,33.193 -12.518,33.315 -12.561,33.36 -12.366,33.552 -12.332,33.534 -12.325,33.476 -12.347,33.365 -12.254,33.312 -12.165,33.311 -12.152,33.265 -11.804,33.334 -11.605,33.317 -11.579,33.287 -11.591,33.225 -11.528,33.249 -11.428,33.226 -11.401,33.24 -11.441,33.28 -11.425,33.295 -11.383,33.282 -11.361,33.318 -11.336,33.306 -11.155,33.406 -11.069,33.331 -10.944,33.313 -10.893,33.245 -10.811,33.394 -10.824,33.452 -10.571,33.707 -10.58,33.684 -10.375,33.548 -10.231,33.562 -10.064,33.318 -9.914,33.383 -9.829,33.345 -9.81,33.284 -9.725,33.227 -9.622,33.213 -9.603,33.122 -9.696,33.097 -9.634,33.058 -9.641,33.004 -9.503,33.024 -9.492,32.948 -9.423,32.943 -9.371,32.999 -9.487,33.134 -9.494,33.326 -9.622,33.457 -9.585,33.589 -9.586,33.764 -9.715,33.939 -9.576,33.945 -9.522,33.969 -9.495,34.035 -9.747,34.309 -9.982,34.504 -10.302,34.571 -10.526,34.549 -10.758,34.652 -10.945,34.64 -11.033,34.602 -11.382,34.909 -11.57,34.967 -11.585,34.642 -12.208,34.407 -12.78,34.522 -13.352,34.523 -13.482,34.6 -13.482,34.859 -13.703,35.083 -14.671,35.87 -14.891,35.87 -14.892,35.917 -15.17,35.791 -15.419,35.852 -16.04,35.802 -16.114,35.651 -15.858,34.074 -14.603,33.683
FYWF|-17.486,11.2 -17.25,11.75 -17.267,11.817 -17.15,12.083 -17.167,12.167 -17.233,12.25 -17.2,12.417 -17.233,12.6 -16.983,12.983 -16.95,13.15 -17.0,13.45 -17.133,13.517 -17.433,13.95 -17.433,14.15 -17.383,14.217 -17.383,18.433 -17.8,18.883 -17.867,19.817 -17.85,20.333 -17.967,20.55 -18.017,20.867 -17.95,20.933 -17.933,21.217 -18.033,21.433 -17.485,24.183 -17.479,24.368 -17.546,24.577 -17.503,24.705 -17.57,24.985 -17.693,25.1 -17.795,25.263 -17.784,25.157 -17.843,25.069 -17.809,25.048 -17.834,25.007 -17.793,24.961 -17.951,24.665 -18.063,24.582 -18.063,24.507 -17.968,24.448 -17.951,24.365 -18.034,24.282 -18.017,24.215 -18.217,23.932 -18.509,23.615 -18.484,23.582 -18.292,23.532 -18.167,23.382 -18.001,23.315 -18.001,23.099 -18.317,21.465 -18.317,20.999 -22.0,21.0 -22.0,20.0 -24.751,20.0 -24.867,20.117 -25.0,20.333 -25.467,20.65 -25.667,20.683 -25.867,20.817 -26.15,20.867 -26.467,20.6 -26.867,20.7 -26.8,20.9 -26.833,21.0 -27.5,21.0 -27.5,14.765 -17.486,11.2
FZZA|-12.002,25.5 -12.002,28.0 -8.119,29.884 -6.869,30.101 -6.302,29.634 -5.602,29.601 -4.869,29.351 -4.45,29.414 -3.436,29.233 -3.052,29.25 -2.788,28.982 -2.741,29.036 -2.658,28.888 -2.536,28.851 -2.369,28.867 -2.369,28.934 -2.286,28.992 -2.278,29.084 -2.103,29.167 -1.875,29.123 -1.676,29.247 -1.503,29.371 -1.503,29.459 -1.386,29.551 -1.386,29.601 -0.903,29.589 -0.903,29.634 -0.703,29.628 -0.481,29.676 -0.469,29.651 -0.023,29.738 1.747,31.001 3.997,30.751 4.001,30.201 4.414,29.801 4.568,29.817 4.701,29.501 4.501,29.43 4.335,29.217 4.489,29.034 4.485,28.813 4.56,28.792 4.285,28.442 4.276,28.376 4.351,28.351 4.351,28.217 4.468,28.034 4.551,28.034 4.585,27.801 4.778,27.767 5.017,27.467 5.2,27.167 5.2,27.0 5.083,26.917 5.083,26.417 5.25,26.167 5.2,25.883 5.367,25.567 5.333,25.367 5.033,25.333 4.917,24.75 5.097,24.443 4.958,24.233 4.604,23.373 4.817,22.937 4.626,22.74 4.126,22.45 4.114,22.294 4.23,22.02 4.233,21.903 4.301,21.718 4.3,21.65 4.246,21.556 4.332,21.256 4.283,21.221 4.445,20.978 4.399,20.556 4.733,20.361 5.119,19.747 5.132,19.433 4.898,19.097 4.588,18.854 4.417,18.783 4.35,18.667 4.356,18.591 4.309,18.544 4.095,18.649 3.764,18.584 3.471,18.635 3.192,18.643 3.034,18.524 2.268,18.117 1.521,18.068 1.0,17.833 0.789,17.892 0.35,17.933 0.167,17.783 -0.167,17.717 -0.5,17.75 -1.0,17.2 -2.25,16.167 -3.217,16.25 -3.967,15.917 -4.083,15.5 -4.833,14.833 -4.867,14.417 -4.333,14.417 -4.5,14.0 -4.417,13.833 -4.883,13.467 -4.583,13.167 -4.617,13.083 -4.683,13.117 -4.733,12.833 -5.133,12.533 -5.733,12.533 -5.75,12.25 -5.783,12.2 -6.05,12.217 -6.083,12.45 -5.9,13.0 -5.833,16.0 -7.333,22.0 -9.0,22.0 -12.002,25.5
GCCC|30.0,-12.5 31.485,-15.744 31.424,-16.047 31.403,-16.358 31.424,-16.669 31.485,-16.972 31.65,-17.417 30.0,-20.0 29.999,-20.392 28.45,-20.393 28.059,-19.671 27.0,-19.669 25.003,-18.007 25.001,-15.541 28.248,-13.002 30.0,-12.5
GCCC-NEL|30.305,-13.146 29.528,-13.76 29.273,-14.097 28.897,-14.011 28.812,-13.691 28.488,-13.925 28.431,-13.658 28.798,-12.845 30.0,-12.5 30.305,-13.146
GCCC-R6|30.0,-12.5 31.485,-15.744 31.424,-16.047 31.403,-16.358 31.424,-16.669 31.485,-16.972 31.65,-17.417 30.0,-20.0 29.999,-20.392 28.45,-20.393 28.059,-19.671 27.0,-19.669 25.003,-18.007 25.001,-15.541 28.248,-13.002 30.0,-12.5
GCCC-RC2|30.73,-14.048 31.093,-14.862 30.621,-15.22 28.077,-15.429 28.124,-15.333 28.65,-14.917 29.528,-13.76 30.305,-13.146 30.73,-14.048
GCCC-RCW|30.73,-14.048 31.093,-14.862 30.621,-15.22 28.077,-15.429 28.65,-15.167 30.704,-13.993 30.73,-14.048
GCCC-RES|30.0,-12.5 30.704,-13.993 28.653,-15.165 28.16,-15.379 28.161,-15.513 27.5,-16.3 27.486,-19.664 27.0,-19.669 25.003,-18.007 25.001,-15.541 28.248,-13.002 30.0,-12.5
GCCC-RNE|30.305,-13.146 29.528,-13.76 28.65,-14.917 28.124,-15.333 27.667,-15.271 27.667,-14.667 27.5,-14.667 27.501,-14.336 27.266,-13.782 28.248,-13.002 30.0,-12.5 30.305,-13.146
GCCC-RW3|30.704,-13.993 31.485,-15.744 31.424,-16.047 31.403,-16.358 31.424,-16.669 31.485,-16.972 31.65,-17.417 30.0,-20.0 29.999,-20.392 28.45,-20.393 28.059,-19.671 27.486,-19.664 27.5,-16.3 28.16,-15.513 28.16,-15.379 28.653,-15.165 30.704,-13.993
GCCO|30.0,-25.0 29.999,-20.392 28.45,-20.393 28.059,-19.671 27.0,-19.669 25.003,-18.007 25.001,-15.541 28.248,-13.002 27.667,-13.167 27.667,-8.667 25.999,-8.666 26.0,-12.0 23.449,-12.0 23.39,-12.75 23.332,-12.858 23.167,-13.0 22.999,-13.083 22.749,-13.146 21.332,-13.0 21.332,-16.917 20.782,-17.067 18.999,-19.0 19.999,-20.0 24.0,-25.0 30.0,-25.0
GLRB|9.0,-16.917 10.883,-15.083 11.5,-14.65 11.666,-14.267 11.7,-13.717 12.0,-13.7 12.2,-13.967 12.316,-13.65 12.675,-13.708 12.65,-13.083 12.5,-13.066 12.55,-12.883 12.316,-12.366 12.45,-11.9 12.416,-11.383 12.2,-11.483 12.0,-11.233 12.233,-11.05 12.216,-10.9 11.9,-10.666 12.233,-10.333 12.025,-9.716 12.166,-9.633 12.266,-9.416 12.241,-9.35 12.358,-9.3 12.466,-9.416 12.5,-9.293 11.209,-8.0 10.167,-8.0 7.5,-8.416 6.25,-7.45 0.001,-7.333 9.0,-16.917
GMAC|31.485,-15.744 31.716,-15.208 31.883,-14.971 32.25,-14.617 35.967,-12.0 35.967,-7.383 35.833,-7.383 35.833,-6.451 33.312,-9.441 33.059,-9.457 32.96,-9.731 30.0,-12.5 31.485,-15.744
GMAC-O|31.485,-15.744 31.716,-15.208 31.883,-14.971 32.25,-14.617 35.967,-12.0 35.967,-9.629 33.191,-11.538 32.738,-12.436 30.727,-14.05 31.485,-15.744
GMAC-ON|33.187,-13.968 35.967,-12.0 35.967,-9.629 33.191,-11.538 32.739,-12.434 33.187,-13.968
GMAC-OS|31.485,-15.744 31.716,-15.208 31.883,-14.971 32.25,-14.617 33.187,-13.968 32.739,-12.434 30.727,-14.05 31.485,-15.744
GMAC-W|30.727,-14.05 30.0,-12.5 32.96,-9.731 33.059,-9.457 33.312,-9.441 35.833,-6.451 35.833,-7.383 35.967,-7.383 35.967,-9.629 33.191,-11.538 32.738,-12.436 30.727,-14.05
GMAC-WN|32.96,-9.731 33.191,-11.538 35.967,-9.629 35.967,-7.383 35.833,-7.383 35.833,-6.451 33.312,-9.441 33.059,-9.457 32.96,-9.731
GMAC-WS|33.191,-11.538 32.96,-9.731 30.0,-12.5 30.727,-14.05 32.738,-12.436 33.191,-11.538
GMMM|27.667,-13.167 30.0,-12.5 32.96,-9.731 33.059,-9.457 33.312,-9.441 35.833,-6.451 35.833,-2.1 35.033,-2.217 34.75,-1.783 34.617,-1.867 34.483,-1.717 34.4,-1.8 34.1,-1.683 33.683,-1.75 33.6,-1.633 33.267,-1.7 33.05,-1.5 33.0,-1.5 32.967,-1.583 32.717,-1.4 32.517,-1.033 32.4,-1.217 32.3,-1.267 32.217,-1.267 32.15,-1.217 32.117,-1.25 32.2,-2.317 32.133,-2.833 32.083,-2.933 32.0,-2.967 31.833,-2.667 28.667,-8.667 27.667,-8.667 27.667,-13.167
GMMM-ALL|30.0,-12.5 31.485,-15.744 31.716,-15.208 31.883,-14.971 32.25,-14.617 35.967,-12.0 35.967,-7.383 35.833,-7.383 35.833,-2.1 35.033,-2.217 34.75,-1.783 34.617,-1.867 34.483,-1.717 34.4,-1.8 34.1,-1.683 33.683,-1.75 33.6,-1.633 33.267,-1.7 33.05,-1.5 33.0,-1.5 32.967,-1.583 32.717,-1.4 32.517,-1.033 32.4,-1.217 32.3,-1.267 32.217,-1.267 32.15,-1.217 32.117,-1.25 32.2,-2.317 32.133,-2.833 32.083,-2.933 32.0,-2.967 31.833,-2.667 28.667,-8.667 27.667,-8.667 27.667,-13.167 30.0,-12.5
GMMM-E|33.003,-6.935 33.522,-6.599 33.711,-6.361 34.199,-6.214 35.833,-4.911 35.833,-2.1 35.033,-2.217 34.75,-1.783 34.617,-1.867 34.483,-1.717 34.4,-1.8 34.1,-1.683 33.683,-1.75 33.6,-1.633 33.267,-1.7 33.05,-1.5 33.0,-1.5 32.967,-1.583 32.717,-1.4 32.517,-1.033 32.4,-1.217 32.3,-1.267 32.217,-1.267 32.15,-1.217 32.117,-1.25 32.2,-2.317 32.133,-2.833 32.083,-2.933 32.0,-2.967 31.833,-2.667 31.355,-3.586 33.003,-6.935
GMMM-N|33.312,-9.441 35.833,-6.451 35.833,-4.911 34.199,-6.214 33.711,-6.361 33.522,-6.599 32.655,-7.159 32.62,-7.366 32.76,-8.413 33.161,-9.174 33.059,-9.457 33.312,-9.441
GMMM-NE|35.833,-6.451 35.833,-2.1 35.033,-2.217 34.75,-1.783 34.617,-1.867 34.483,-1.717 34.4,-1.8 34.1,-1.683 33.683,-1.75 33.6,-1.633 33.267,-1.7 33.05,-1.5 33.0,-1.5 32.967,-1.583 32.717,-1.4 32.517,-1.033 32.4,-1.217 32.3,-1.267 32.217,-1.267 32.15,-1.217 32.117,-1.25 32.2,-2.317 32.133,-2.833 32.083,-2.933 32.0,-2.967 31.833,-2.667 31.355,-3.586 33.003,-6.935 32.655,-7.159 32.62,-7.366 32.76,-8.413 33.161,-9.174 33.059,-9.457 33.312,-9.441 35.833,-6.451
GMMM-S|29.557,-6.999 30.581,-8.382 32.289,-10.366 30.0,-12.5 27.667,-13.167 27.667,-8.667 28.667,-8.667 29.557,-6.999
GMMM-SW|31.355,-3.587 28.667,-8.667 27.667,-8.667 27.667,-13.167 30.0,-12.5 32.96,-9.731 33.161,-9.174 32.76,-8.413 32.62,-7.366 32.655,-7.159 33.003,-6.935 31.355,-3.587
GMMM-W|33.003,-6.935 32.655,-7.159 32.62,-7.366 32.76,-8.413 33.161,-9.174 32.96,-9.731 32.289,-10.366 30.581,-8.382 29.557,-6.999 31.355,-3.587 33.003,-6.935
GOOC|16.999,-37.5 12.966,-21.366 9.0,-16.917 0.001,-7.333 -1.849,-2.999 -9.533,-3.0 -12.0,-10.0 -6.365,-10.0 -6.367,-16.0 7.667,-35.0 13.5,-37.5 16.999,-37.5
GOOO|27.333,-8.667 24.165,-3.583 16.349,-3.6 14.516,-4.066 12.866,-4.283 12.0,-4.8 11.5,-5.25 10.033,-5.616 10.167,-8.0 11.209,-8.0 12.5,-9.293 12.466,-9.416 12.358,-9.3 12.241,-9.35 12.266,-9.416 12.166,-9.633 12.025,-9.716 12.233,-10.333 11.9,-10.666 12.216,-10.9 12.233,-11.05 12.0,-11.233 12.2,-11.483 12.416,-11.383 12.45,-11.9 12.316,-12.366 12.55,-12.883 12.5,-13.066 12.65,-13.083 12.675,-13.708 12.316,-13.65 12.2,-13.967 12.0,-13.7 11.7,-13.717 11.666,-14.267 11.5,-14.65 10.883,-15.083 9.0,-16.917 12.966,-21.366 14.999,-20.0 19.999,-20.0 18.999,-19.0 20.782,-17.067 21.332,-16.917 21.332,-13.0 22.749,-13.146 22.999,-13.083 23.165,-13.0 23.332,-12.858 23.39,-12.75 23.449,-12.0 25.999,-12.0 25.999,-8.666 27.333,-8.667
GVSC|24.0,-25.0 19.999,-20.0 14.999,-20.0 12.966,-21.366 16.999,-37.5 24.0,-25.0
HAAA|14.267,36.45 14.334,36.86 14.265,37.026 14.296,37.105 14.412,37.129 14.444,37.295 14.094,37.571 14.887,37.93 14.685,38.08 14.676,38.251 14.404,38.448 14.499,38.899 14.659,39.079 14.439,39.259 14.55,39.583 14.412,39.995 14.474,40.154 14.355,40.332 14.08,40.933 13.607,41.219 13.2,41.83 13.009,41.895 12.818,42.032 12.758,42.213 12.499,42.343 12.474,42.404 12.524,42.442 12.51,42.517 12.363,42.697 12.44,42.818 12.525,42.807 12.627,42.88 12.616,42.91 12.75,43.2 12.601,43.334 12.167,44.051 11.762,44.241 10.893,44.04 11.467,43.633 11.667,43.333 11.467,43.267 10.983,42.967 10.6,42.683 10.35,42.8 9.9,43.108 9.842,43.258 9.65,43.292 9.4,43.5 9.333,43.65 9.0,44.0 8.0,47.0 8.0,48.0 4.917,44.983 4.958,44.0 4.8,43.433 4.617,43.1 4.242,42.817 4.183,42.075 4.0,41.919 4.002,36.001 8.001,33.001 13.001,36.001 14.267,36.45
HBBA|-4.45,29.414 -3.436,29.233 -3.052,29.25 -2.788,28.982 -2.741,29.036 -2.619,29.05 -2.596,29.149 -2.662,29.329 -2.836,29.367 -2.798,29.444 -2.836,29.533 -2.794,29.658 -2.822,29.7 -2.811,29.746 -2.769,29.761 -2.768,29.867 -2.661,29.933 -2.552,29.917 -2.473,29.971 -2.325,29.958 -2.44,30.133 -2.423,30.183 -2.352,30.222 -2.373,30.283 -2.352,30.362 -2.315,30.383 -2.324,30.449 -2.418,30.564 -2.669,30.425 -2.694,30.458 -2.647,30.524 -2.68,30.524 -2.744,30.442 -2.861,30.408 -2.958,30.5 -2.898,30.571 -2.986,30.683 -2.975,30.85 -3.052,30.792 -3.152,30.85 -3.252,30.833 -3.348,30.629 -3.412,30.678 -3.561,30.449 -3.702,30.4 -3.79,30.408 -3.773,30.35 -3.936,30.242 -4.044,30.217 -4.177,30.075 -4.269,30.042 -4.377,29.85 -4.361,29.808 -4.469,29.754 -4.444,29.667 -4.45,29.414
HCSM|11.762,44.241 10.893,44.04 11.467,43.633 11.667,43.333 11.467,43.267 10.983,42.967 10.6,42.683 10.35,42.8 9.9,43.108 9.842,43.258 9.65,43.292 9.4,43.5 9.333,43.65 9.0,44.0 8.0,47.0 8.0,48.0 4.917,44.983 4.958,44.0 4.8,43.433 4.617,43.1 4.242,42.817 4.183,42.075 3.167,41.333 2.833,41.0 -0.833,41.0 -1.583,41.567 -1.667,41.567 -2.003,42.001 -2.0,44.0 10.7,60.0 12.001,60.0 12.001,51.583 12.184,50.766 11.762,44.241
HECC|34.0,24.167 31.647,25.151 31.582,25.069 31.499,25.042 31.375,24.868 31.152,24.87 30.787,25.019 30.511,24.932 30.334,24.781 30.156,24.706 29.913,24.817 29.794,24.816 29.617,24.896 29.55,24.856 29.259,25.001 22.0,25.0 22.0,38.0 22.293,37.886 23.291,37.164 26.677,34.972 27.836,34.474 28.007,34.462 28.518,34.651 29.058,34.763 29.357,34.962 29.467,34.95 29.467,34.9 29.759,34.849 30.371,34.611 30.413,34.543 30.495,34.558 30.532,34.519 30.707,34.483 31.825,34.002 33.5,30.0 34.0,27.167 34.0,24.167
HECC-1|30.0,31.453 33.722,28.745 34.0,27.167 34.0,24.167 31.647,25.151 31.582,25.069 31.499,25.042 31.362,24.865 31.152,24.87 30.787,25.019 30.511,24.932 30.334,24.781 30.189,24.71 30.0,24.783 30.0,31.453
HECC-2|30.655,30.976 30.0,31.453 30.02,34.748 30.371,34.611 30.413,34.543 30.495,34.558 30.532,34.519 30.707,34.483 31.825,34.002 33.5,30.0 33.722,28.745 30.655,30.976
HECC-3|26.377,33.1 26.377,34.587 26.743,34.945 27.911,34.456 28.035,34.469 28.518,34.651 29.058,34.763 29.357,34.962 29.467,34.95 29.467,34.9 29.759,34.849 30.02,34.748 30.0,31.453 28.013,33.103 27.263,32.76 26.377,33.1
HECC-4|29.0,24.996 25.833,31.1 26.343,31.743 26.377,33.1 27.263,32.76 28.013,33.103 30.0,31.453 30.0,24.783 29.794,24.816 29.617,24.896 29.55,24.856 29.259,25.001 29.0,24.996
HECC-46|30.0,24.783 29.794,24.816 29.617,24.896 29.55,24.856 29.259,25.001 22.0,25.0 22.0,38.0 22.293,37.886 23.291,37.164 26.743,34.945 26.377,34.587 26.377,33.1 27.263,32.76 28.013,33.103 30.0,31.453 30.0,24.783
HECC-5|29.0,24.996 25.833,31.1 22.001,32.499 22.0,25.0 29.0,24.996
HECC-6|25.833,31.1 26.343,31.743 26.377,34.587 26.743,34.945 23.291,37.164 22.293,37.886 22.0,38.0 22.001,32.499 25.833,31.1
HHAA|20.0,38.5 16.0,41.0 15.367,42.25 14.5,42.5 12.75,43.2 12.616,42.91 12.627,42.88 12.525,42.807 12.44,42.818 12.392,42.754 12.363,42.697 12.468,42.586 12.528,42.455 12.474,42.404 12.499,42.343 12.758,42.213 12.818,42.032 13.009,41.895 13.2,41.83 13.607,41.219 14.08,40.933 14.355,40.332 14.474,40.154 14.412,39.995 14.55,39.583 14.439,39.259 14.659,39.079 14.499,38.899 14.404,38.448 14.676,38.251 14.685,38.08 14.887,37.93 14.094,37.571 14.444,37.295 14.412,37.129 14.296,37.105 14.265,37.026 14.334,36.86 14.267,36.45 20.0,38.5
HJJJ|4.001,30.201 4.002,36.001 8.001,33.001 10.592,34.555 10.821,32.172 10.397,31.841 10.417,31.507 10.366,31.331 10.25,31.122 10.089,30.977 9.883,30.856 10.123,23.526 9.863,23.692 9.275,23.636 9.136,23.475 9.0,23.446 8.958,23.508 9.001,23.589 8.733,23.517 8.702,24.278 8.375,24.15 8.293,24.219 8.175,24.858 8.0,24.967 7.76,25.284 7.55,25.15 7.35,25.333 6.985,26.017 6.833,26.067 6.635,26.367 6.45,26.233 6.201,26.467 6.1,26.4 5.968,26.717 5.693,27.167 5.533,27.233 5.417,27.183 5.017,27.467 4.778,27.767 4.585,27.801 4.551,28.034 4.468,28.034 4.351,28.217 4.351,28.351 4.276,28.376 4.285,28.442 4.56,28.792 4.485,28.813 4.489,29.034 4.335,29.217 4.501,29.43 4.701,29.501 4.568,29.817 4.414,29.801 4.001,30.201
HKNA|4.0,41.919 3.167,41.333 2.833,41.0 -0.833,41.0 -1.583,41.567 -1.667,41.567 -2.003,42.001 -2.0,44.0 -4.702,44.001 -4.702,39.234 -3.69,37.813 -3.548,37.751 -3.502,37.684 -3.519,37.605 -3.461,37.63 -3.452,37.588 -3.411,37.609 -3.302,37.718 -3.057,37.676 -1.019,34.101 -1.04,34.03 -1.003,34.03 -1.003,33.917 -0.503,33.909 -0.144,33.967 0.114,33.901 0.364,34.109 0.447,34.092 0.481,34.126 0.581,34.134 0.656,34.276 0.756,34.313 0.822,34.417 1.106,34.513 1.101,34.57 1.147,34.576 1.205,34.676 1.226,34.801 1.297,34.826 1.422,34.767 1.439,34.837 1.547,34.876 1.58,34.951 1.68,35.001 1.918,35.034 2.005,34.98 2.414,34.917 2.447,34.951 2.522,34.929 2.522,34.901 2.589,34.892 2.564,34.867 2.689,34.78 2.805,34.776 2.93,34.595 3.13,34.551 3.18,34.459 3.405,34.401 3.48,34.401 3.514,34.451 3.672,34.459 3.73,34.384 3.734,34.326 3.689,34.309 3.784,34.251 3.764,34.167 3.797,34.192 3.801,34.155 3.822,34.167 3.83,34.226 3.876,34.217 3.872,34.084 3.947,34.134 3.997,34.076 4.0,41.919
HLLL|34.333,11.5 34.333,23.583 34.0,24.167 31.647,25.151 31.582,25.069 31.499,25.042 31.375,24.868 31.152,24.87 30.787,25.019 30.511,24.932 30.334,24.781 30.156,24.706 29.913,24.817 29.794,24.816 29.617,24.896 29.55,24.856 29.259,25.001 20.0,25.001 20.0,24.0 19.5,24.0 22.0,19.0 22.0,11.5 23.254,11.5 23.524,11.983 24.252,11.601 24.185,11.434 24.469,11.001 24.569,10.684 24.483,10.483 24.617,10.233 24.783,10.2 24.883,10.033 25.335,10.034 26.183,9.383 26.369,9.534 26.535,9.934 26.852,9.934 27.267,9.8 27.869,9.967 28.332,9.865 28.967,9.933 29.417,9.8 29.917,9.55 30.067,9.417 30.167,9.417 30.332,9.899 30.715,10.249 30.9,10.317 31.083,10.3 31.483,10.15 31.7,10.333 31.732,10.566 31.95,10.683 32.0,10.833 32.133,10.9 32.367,11.5 34.333,11.5
HRYR|-1.875,29.123 -1.503,29.371 -1.503,29.459 -1.386,29.551 -1.386,29.667 -1.336,29.734 -1.369,29.784 -1.314,29.825 -1.367,29.877 -1.49,29.915 -1.34,30.169 -1.29,30.17 -1.253,30.238 -1.061,30.362 -1.061,30.462 -1.169,30.462 -1.169,30.5 -1.34,30.561 -1.447,30.735 -1.528,30.744 -1.647,30.829 -1.964,30.825 -2.075,30.897 -2.202,30.844 -2.327,30.85 -2.393,30.771 -2.35,30.709 -2.42,30.651 -2.396,30.625 -2.418,30.564 -2.324,30.449 -2.315,30.383 -2.352,30.362 -2.373,30.283 -2.352,30.222 -2.423,30.183 -2.44,30.133 -2.325,29.958 -2.473,29.971 -2.552,29.917 -2.661,29.933 -2.768,29.867 -2.769,29.761 -2.811,29.746 -2.822,29.7 -2.794,29.658 -2.836,29.533 -2.798,29.444 -2.836,29.367 -2.662,29.329 -2.597,29.077 -2.741,29.036 -2.658,28.888 -2.536,28.851 -2.369,28.867 -2.369,28.934 -2.286,28.992 -2.278,29.084 -2.103,29.167 -1.875,29.123
HSSS|22.0,25.001 22.0,38.0 20.0,38.5 13.001,36.001 8.001,33.001 4.002,36.001 4.001,30.201 4.414,29.801 4.568,29.817 4.701,29.501 4.501,29.43 4.335,29.217 4.489,29.034 4.485,28.813 4.56,28.792 4.285,28.442 4.276,28.376 4.351,28.351 4.351,28.217 4.468,28.034 4.551,28.034 4.585,27.801 4.778,27.767 5.017,27.467 5.417,27.183 5.533,27.233 5.693,27.167 5.968,26.717 6.1,26.4 6.201,26.467 6.45,26.233 6.635,26.367 6.833,26.067 6.985,26.017 7.35,25.333 7.55,25.15 7.76,25.284 8.0,24.967 8.175,24.858 8.293,24.219 8.375,24.15 8.702,24.278 8.733,23.517 9.001,23.589 8.958,23.508 9.0,23.446 9.136,23.475 9.275,23.636 9.863,23.692 10.451,23.317 10.733,23.0 10.917,22.875 11.201,22.987 11.419,22.945 11.404,22.8 11.644,22.544 12.067,22.642 12.017,22.475 12.167,22.492 12.442,22.383 12.622,22.459 12.742,22.2 12.667,22.167 12.633,21.933 12.8,21.825 13.071,21.95 13.2,22.15 13.351,22.284 13.783,22.092 13.951,22.242 14.151,22.58 14.317,22.433 14.596,22.408 14.684,22.725 14.85,22.671 15.213,22.996 15.417,22.984 15.533,22.908 15.708,23.133 15.684,23.367 15.767,23.634 15.701,24.001 20.0,24.0 20.0,25.001 22.0,25.001
